KUHLENDORF,67660,,,M,,M,
BETSCHDORF,67660,,,M,,M,
REIMERSWILLER,67660,,,M,,M,
SCHWABWILLER,67660,,,M,,M,
MOMMENHEIM,67670,,,M,,,A
WALTENHEIM SUR ZORN,67670,,,M,,,A
WITTERSHEIM,67670,,,,,,A
EPFIG,67680,,J,,A,,
NOTHALTEN,67680,,J,,A,,
HATTEN,67690,,,A,,A,
RITTERSHOFFEN,67690,,,A,,A,
ECKARTSWILLER,67700,,,M,,,A
FURCHHAUSEN,67700,,,M,,,A
GOTTENHOUSE,67700,,,M,,,A
HAEGEN,67700,,,M,,,A
LANDERSHEIM,67700,,,M,,,A
MAENNOLSHEIM,67700,,,M,,,A
MONSWILLER,67700,,,M,,,A
OTTERSTHAL,67700,,,M,,,A
OTTERSWILLER,67700,,,M,,,A
ST JEAN SAVERNE,67700,,,M,,,A
SAVERNE,67700,,,M,,,A
WALDOLWISHEIM,67700,,,M,,,A
WOLSCHHEIM,67700,,,M,,,A
ZORNHOF,67700,,,M,,,A
ZORNTHAL,67700,,,M,,,A
WANGENBOURG ENGENTHAL,67710,,,J,,,
WANGENBOURG,67710,,,J,,,
ENGENTHAL,67710,,,J,,,
SCHNEETHAL,67710,,,J,,,
WOLFSTHAL,67710,,,J,,,
BIETLENHEIM,67720,,J,,J,,
HOERDT,67720,,M,,M,,
WEYERSHEIM,67720,,M,,M,,
CHATENOIS,67730,,J,,A,,
LA VANCELLE,67730,,J,,A,,
SCHERWILLER,67750,,J,,A,,
KIENTZVILLE,67750,,J,,A,,
GAMBSHEIM,67760,,,M,,,M
DALHUNDEN,67770,,,M,,,M
SESSENHEIM,67770,,,M,,,M
STATTMATTEN,67770,,,M,,,M
STEINBOURG,67790,,,M,,,A
BISCHHEIM,67800,,M,,M,M,
HOENHEIM,67800,,M,,M,M,
HOLTZHEIM,67810,,J,,J,,
WITTISHEIM,67820,,J,,J,,
KILSTETT,67840,,M,,M,,
HERRLISHEIM,67850,,,M,,,M
OFFENDORF,67850,,,M,,,M
BOOFZHEIM,67860,,J,,J,,
FRIESENHEIM,67860,,J,,J,,
RHINAU,67860,,J,,J,,
BISCHOFFSHEIM,67870,,,,A,,
GRIESHEIM PRES MOLSHEIM,67870,,,,A,,
INNENHEIM,67880,,,,A,,
KRAUTERGERSHEIM,67880,,,,A,,
SUNDHOUSE,67920,,J,,A,,
BEINHEIM,67930,,,M,,,M
KESSELDORF,67930,,,M,,,M
ENTZHEIM,67960,,A,,A,,
OERMINGEN,67970,,,J,,,J
HANGENBIETEN,67980,,,,A,,
OSTHOFFEN,67990,,,,A,,
